,Environment,Trial,Hardware,Model,50_samples,100_samples,500_samples,1000_samples,2000_samples,5000_samples
55,datahub7,1,gpu,transformer,0.0027343309484422207,0.002214430831372738,0.010652224067598581,0.013428115053102374,,
56,datahub8,1,cpu,CNN,0.008217494003474712,0.09602477098815143,0.18428676784969866,0.5267425929196179,,0.9753867730032653
57,datahub8,1,cpu,DNN,0.008640113985165954,0.2523025870323181,0.25284225679934025,0.2932343641296029,,1.4416853408329189
58,datahub8,1,cpu,LSTM,1.0247516040690243,1.1946098858024925,5.07663627108559,7.448662148090079,12.094724872848019,
59,datahub8,1,cpu,transformer,3.230058351997286,5.085987322032452,14.546501279110089,21.650964864064008,,
60,datahub8,1,gpu,CNN,0.005023272009566426,0.004346382105723023,0.006655042991042137,0.004964052001014352,,0.005816793069243431
61,datahub8,1,gpu,DNN,0.0004767300561070442,0.00039007002487778664,0.000567419920116663,0.0006551002152264118,,0.0006456400733441114
62,datahub8,1,gpu,transformer,0.00250330101698637,0.002244350966066122,0.011402054922655225,0.013687805971130729,,
63,datahub9,1,cpu,CNN,0.007374733220785856,0.008611873956397176,0.07720800209790468,0.12697475287131965,,0.4742468080949038
64,datahub9,1,cpu,DNN,0.012723375111818314,0.00970779499039054,0.08433453598991036,0.13543038605712354,,0.9003451562020928
65,datahub9,1,cpu,LSTM,0.22477379394695163,0.5934375280048698,2.1607041540555656,3.6300980679225177,5.048998292069882,
66,datahub9,1,cpu,transformer,0.7589756969828159,1.4911133740097284,6.592666850192472,11.740575621137396,,
67,datahub9,1,gpu,CNN,0.004024552181363106,0.0026962109841406345,0.004632702097296715,0.004747692029923201,,0.005837142001837492
68,datahub9,1,gpu,DNN,0.0004360000602900982,0.00037909019738435745,0.0007148210424929857,0.0006078300066292286,,0.0006429210770875216
69,datahub9,1,gpu,transformer,0.0024532910902053118,0.0020974609069526196,0.010382684879004955,0.012959175975993276,,
70,datahubtest,1,cpu,CNN,0.0228609680198133,0.01668329501990229,0.06407527602277696,0.11849578795954585,,0.5508780740201473
71,datahubtest,1,cpu,DNN,0.017522573994938284,0.04789107997203246,0.1472594899823889,0.21546025504358113,,1.058980119007174
72,datahubtest,1,cpu,LSTM,0.4786548300180584,0.7996766089927405,3.1516991180251352,4.0156659340136684,6.137575170956552,
73,datahubtest,1,cpu,transformer,0.7853916159947403,1.2896963119856082,4.883976732962765,8.74212588800583,,
74,datahubtest,1,gpu,CNN,0.0020747939706780016,0.002029267023317516,0.0033923289738595486,0.0035851880093105137,,0.004617427010089159
75,datahubtest,1,gpu,DNN,0.001135047001298517,0.0005198550061322749,0.0005196220008656383,0.0007728220080025494,,0.0006945920176804066
76,datahubtest,2,cpu,CNN,0.01893383002607152,0.011531110969372094,0.06398441997589543,0.11230291001265869,,0.48292351700365543
77,datahubtest,2,cpu,DNN,0.01708599296398461,0.06121244502719492,0.14199418300995603,0.2048476780182682,,1.1197710030246526
78,datahubtest,2,cpu,LSTM,0.4947484450531192,0.8841842880356126,3.1280593859846704,4.211622923030518,6.729063836974092,
79,datahubtest,2,cpu,transformer,0.6657165890210308,1.2950597630115226,4.764924087037798,8.633761803037487,,
80,datahubtest,2,gpu,CNN,0.0022404430201277137,0.002069991023745388,0.0037409100332297385,0.0038538840017281473,,0.00500859395833686
81,datahubtest,2,gpu,DNN,0.0011959990370087326,0.0005595249822363257,0.0006966219516471028,0.0007015680312179029,,0.000764422002248466
82,datahubtest,2,gpu,transformer,0.0031789889908395708,0.0026525150169618428,0.19650048401672393,failed,,
83,test_env,1,cpu,CNN,0.04001120000000036,0.029606900000000103,0.14897890000000036,0.17501000000000033,,1.1809135
84,test_env,1,cpu,DNN,0.011301399999999795,0.020621099999999615,0.06314859999999989,0.13023089999999904,,0.5729755999999995
85,test_env,1,cpu,LSTM,0.16018060000000034,0.5335860999999991,1.6471383,2.617674899999999,4.6446839,
86,test_env,1,cpu,transformer,0.6687056000000027,1.4039049999999982,6.1737246,13.480422500000003,,
87,test_env,1,gpu,CNN,0.012622800000002599,0.004626399999999364,0.0071554999999960955,0.004742200000002583,,0.008606799999995474
88,test_env,1,gpu,DNN,0.0010876999999993586,0.0010305000000059295,0.0009809999999959018,0.0008336999999940531,,0.017260699999994245
89,test_env,1,gpu,LSTM,0.015427700000003597,0.015543999999998448,0.018407000000003393,0.020451100000002498,0.02110169999999556,
90,test_env,1,gpu,transformer,0.0032263999999955217,0.002960599999994429,0.01678619999999853,0.03962980000000016,,
